Date Time,Dataset,Total Number of Samples,Trial Number,Criterion,Number of Samples Forcing a Leaf,Maximum Depth Allowed,Number of folds,Uses Chi-Square Test,Maximum p-value Allowed by Chi-Square Test [between 0 and 1],Uses Monte Carlo,Are Attributes in Random Order?,U [between 0 and 1],L [between 0 and 1],prob_monte_carlo [between 0 and 1],Average Number of Valid Attributes in Root Node (m),Average Number of Nodes (after prunning),Average Tree Depth (after prunning),Total Time Taken for Cross-Validation [s],Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Average Number of Nodes Pruned
2017-04-11 19:19:45.408132,Nursery,12960,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.7928149509971263,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:46.211063,Nursery,12960,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8026618669973686,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:47.010468,Nursery,12960,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.7991110879956977,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:47.843382,Nursery,12960,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8326429279986769,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:48.698489,Nursery,12960,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8548153689916944,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:49.560980,Nursery,12960,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8622184970008675,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:50.424362,Nursery,12960,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8631123570085037,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:51.361654,Nursery,12960,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.9370198969991179,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:52.218741,Nursery,12960,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8568239419983001,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:53.013200,Nursery,12960,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.7941658960044151,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:53.804244,Nursery,12960,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.7907723999960581,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:54.614539,Nursery,12960,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8100086279882817,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:55.406951,Nursery,12960,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.7921176579984603,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:19:56.225753,Nursery,12960,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8185022349935025,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:22:04.089077,Poker Hand,1000000,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,112.53094997700828,50.1209,50.1209,0,0.0
2017-04-11 19:23:53.247182,Poker Hand,1000000,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,109.12378165200062,50.1209,50.1209,0,0.0
2017-04-11 19:25:46.310268,Poker Hand,1000000,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,113.0309000940033,50.1209,50.1209,0,0.0
2017-04-11 19:27:39.338588,Poker Hand,1000000,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,112.99399710599391,50.1209,50.1209,0,0.0
2017-04-11 19:29:31.960123,Poker Hand,1000000,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,112.5863030939945,50.1209,50.1209,0,0.0
2017-04-11 19:31:18.283469,Poker Hand,1000000,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.28981672300142,50.1209,50.1209,0,0.0
2017-04-11 19:33:04.971068,Poker Hand,1000000,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.65490769900498,50.1209,50.1209,0,0.0
2017-04-11 19:34:51.496795,Poker Hand,1000000,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.4930215110071,50.1209,50.1209,0,0.0
2017-04-11 19:36:38.029988,Poker Hand,1000000,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.50038975500502,50.1209,50.1209,0,0.0
2017-04-11 19:38:24.604590,Poker Hand,1000000,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.54186897700129,50.1209,50.1209,0,0.0
2017-04-11 19:40:11.254860,Poker Hand,1000000,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.61768552199646,50.1209,50.1209,0,0.0
2017-04-11 19:41:57.943056,Poker Hand,1000000,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.65546206699219,50.1209,50.1209,0,0.0
2017-04-11 19:43:44.618724,Poker Hand,1000000,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.64209455899254,50.1209,50.1209,0,0.0
2017-04-11 19:45:30.596610,Poker Hand,1000000,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,105.94513605200336,50.1209,50.1209,0,0.0
2017-04-11 19:47:17.178707,Poker Hand,1000000,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,10.0,1.0,0.0,106.54928404399834,50.1209,50.1209,0,0.0
2017-04-11 19:47:17.497908,Titanic Survive,2201,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05654218900599517,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.553291,Titanic Survive,2201,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.055235728999832645,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.608589,Titanic Survive,2201,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05516916999476962,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.663718,Titanic Survive,2201,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05499445300665684,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.718974,Titanic Survive,2201,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05512729000474792,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.774096,Titanic Survive,2201,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05499923598836176,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.829155,Titanic Survive,2201,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05494425199867692,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.884564,Titanic Survive,2201,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05527725600404665,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.939780,Titanic Survive,2201,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05507566800224595,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:17.994913,Titanic Survive,2201,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05500846999348141,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:18.049946,Titanic Survive,2201,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.0549090620042989,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:18.105156,Titanic Survive,2201,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.055068560992367566,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:18.160241,Titanic Survive,2201,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05495418900682125,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:18.215556,Titanic Survive,2201,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05515854999248404,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:18.270627,Titanic Survive,2201,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,3.0,1.0,0.0,0.05494277300022077,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:47:20.728078,Adult Census Income,32561,1,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.065031940001063,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:22.815638,Adult Census Income,32561,2,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.087110788997961,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:24.881984,Adult Census Income,32561,3,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0658961279987125,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:26.968835,Adult Census Income,32561,4,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0864037790015573,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:29.054842,Adult Census Income,32561,5,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.085569413000485,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:31.117820,Adult Census Income,32561,1,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0625378859986085,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:33.198878,Adult Census Income,32561,2,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.080608703996404,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:35.279198,Adult Census Income,32561,3,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0798711649986217,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:37.340548,Adult Census Income,32561,4,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0609184600034496,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:39.429873,Adult Census Income,32561,5,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0888793710037135,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:41.515810,Adult Census Income,32561,1,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0854942590085557,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:43.601635,Adult Census Income,32561,2,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0853714289987693,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:45.663977,Adult Census Income,32561,3,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.061890004988527,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:47.746970,Adult Census Income,32561,4,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0825645310105756,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:49.803891,Adult Census Income,32561,5,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,2.0564719840040198,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:47:50.849410,Mushroom,5644,1,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8460929169959854,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:51.689746,Mushroom,5644,2,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8401376039983006,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:52.530680,Mushroom,5644,3,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8407222990063019,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:53.370401,Mushroom,5644,4,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8395148410054389,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:54.210046,Mushroom,5644,5,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8394423459976679,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:55.047962,Mushroom,5644,1,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8377295909886016,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:55.887216,Mushroom,5644,2,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8390816299943253,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:56.726835,Mushroom,5644,3,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8394167139922502,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:57.565457,Mushroom,5644,4,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8384183400048641,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:58.415433,Mushroom,5644,5,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8497769300010987,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:47:59.254038,Mushroom,5644,1,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8383930599957239,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:48:00.093317,Mushroom,5644,2,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8390688439976657,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:48:00.933069,Mushroom,5644,3,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.839515304993256,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:48:01.775587,Mushroom,5644,4,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8423362030007411,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:48:02.613796,Mushroom,5644,5,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,22.0,1.0,0.0,0.8380081509967567,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:48:03.506232,Nursery,12960,1,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7478823529963847,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:04.240643,Nursery,12960,2,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7341468960075872,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:04.975074,Nursery,12960,3,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7341670890018577,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:05.709382,Nursery,12960,4,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7340237820026232,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:06.457430,Nursery,12960,5,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7477758720051497,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:07.191110,Nursery,12960,1,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7334281439980259,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:07.924367,Nursery,12960,2,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7329934230074286,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:08.658776,Nursery,12960,3,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7341484799981117,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:09.408692,Nursery,12960,4,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7496483610011637,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:10.146189,Nursery,12960,5,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7372325179894688,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:10.880091,Nursery,12960,1,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7336183250008617,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:11.614883,Nursery,12960,2,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7345479639916448,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:12.365420,Nursery,12960,3,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7502718520117924,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:13.101214,Nursery,12960,4,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7355334520107135,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:48:13.837922,Nursery,12960,5,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,8.0,1.0,0.0,0.7364380700018955,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 19:50:12.389879,Poker Hand,1000000,1,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,104.05042478699761,50.1209,50.1209,0,0.0
2017-04-11 19:51:55.935905,Poker Hand,1000000,2,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,103.5130476100021,50.1209,50.1209,0,0.0
2017-04-11 19:53:39.839347,Poker Hand,1000000,3,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,103.87081774699618,50.1209,50.1209,0,0.0
2017-04-11 19:55:23.767230,Poker Hand,1000000,4,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,103.89555391100293,50.1209,50.1209,0,0.0
2017-04-11 19:57:10.588644,Poker Hand,1000000,5,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,106.78913936199388,50.1209,50.1209,0,0.0
2017-04-11 19:58:56.886225,Poker Hand,1000000,1,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,106.26545989100123,50.1209,50.1209,0,0.0
2017-04-11 20:00:43.690941,Poker Hand,1000000,2,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,106.77241388200491,50.1209,50.1209,0,0.0
2017-04-11 20:02:30.132189,Poker Hand,1000000,3,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,106.4076056079939,50.1209,50.1209,0,0.0
2017-04-11 20:04:17.013921,Poker Hand,1000000,4,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,106.8492751790036,50.1209,50.1209,0,0.0
2017-04-11 20:06:04.146776,Poker Hand,1000000,5,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,107.10058385498996,50.1209,50.1209,0,0.0
2017-04-11 20:07:49.783029,Poker Hand,1000000,1,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,105.6046190019988,50.1209,50.1209,0,0.0
2017-04-11 20:09:34.947468,Poker Hand,1000000,2,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,105.13378935299988,50.1209,50.1209,0,0.0
2017-04-11 20:11:19.562719,Poker Hand,1000000,3,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,104.58483274900937,50.1209,50.1209,0,0.0
2017-04-11 20:13:04.458164,Poker Hand,1000000,4,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,104.86461277899798,50.1209,50.1209,0,0.0
2017-04-11 20:14:49.280962,Poker Hand,1000000,5,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,10.0,1.0,0.0,104.79194743999687,50.1209,50.1209,0,0.0
2017-04-11 20:14:49.591127,Titanic Survive,2201,1,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.05591420400014613,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:49.647312,Titanic Survive,2201,2,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.056031943997368217,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:49.702749,Titanic Survive,2201,3,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.05530186599935405,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:49.758049,Titanic Survive,2201,4,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.05516379600157961,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:49.813264,Titanic Survive,2201,5,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.055086975000449456,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:49.868510,Titanic Survive,2201,1,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.055117418989539146,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:49.923837,Titanic Survive,2201,2,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.05517673899885267,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:49.979060,Titanic Survive,2201,3,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.055090804991777986,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:50.034056,Titanic Survive,2201,4,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.05488071600848343,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:50.089181,Titanic Survive,2201,5,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.054996812003082596,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:50.144588,Titanic Survive,2201,1,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.0552768979978282,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:50.199856,Titanic Survive,2201,2,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.055136636990937404,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:50.254891,Titanic Survive,2201,3,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.05490876900148578,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:50.310072,Titanic Survive,2201,4,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.0550459159858292,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:50.365066,Titanic Survive,2201,5,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.95,3.0,1.0,0.0,0.05486970300262328,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 20:14:52.830987,Adult Census Income,32561,1,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0672304600011557,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:14:54.935776,Adult Census Income,32561,2,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.1043455620092573,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:14:57.007010,Adult Census Income,32561,3,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0707563269970706,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:14:59.091031,Adult Census Income,32561,4,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0835716720030177,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:01.198688,Adult Census Income,32561,5,Gini Gain,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.107210621004924,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:03.262542,Adult Census Income,32561,1,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.063409517999389,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:05.347187,Adult Census Income,32561,2,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.084197653006413,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:07.433068,Adult Census Income,32561,3,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.085428892998607,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:09.495125,Adult Census Income,32561,4,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0616260949900607,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:11.578559,Adult Census Income,32561,5,Twoing,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0829863469989505,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:13.662064,Adult Census Income,32561,1,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0830528080114163,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:15.751093,Adult Census Income,32561,2,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.088578320996021,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:17.811525,Adult Census Income,32561,3,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0600015329982853,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:19.896802,Adult Census Income,32561,4,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0848307499982184,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 20:15:21.959766,Adult Census Income,32561,5,Gain Ratio,1,5,10,False,None,True,True,0.4,0.1,0.99,8.0,1.0,0.0,2.0625132019922603,75.91904425539757,75.91904425539757,0,0.0
