Wife_age,wife_educ,husband_educ,num_of_child,wife_relig,wife_works,husband-occup,std_of_living,media_exposure,contraceptive_method_used
30,avg-low,avg-low,two,Islam,No,three,avg-low,Good,
20,avg-high,avg-high,two,Islam,No,two,avg-low,Not Good,
18,avg-high,avg-high,one,Islam,No,two,avg-low,Good,
30,avg-high,avg-low,three,Islam,No,three,avg-high,Good,
35,avg-low,avg-high,six,Islam,Yes,three,avg-low,Good,
22,avg-high,avg-high,two,Islam,No,three,low,Good,
28,avg-low,high,seven,Islam,No,three,avg-high,Good,
21,avg-high,avg-high,one,Islam,No,three,low,Good,
27,avg-high,high,four,Islam,No,three,high,Good,
30,avg-high,high,three,Islam,No,three,avg-high,Good,
25,avg-high,high,two,Islam,No,three,avg-high,Good,
26,high,high,three,Islam,No,three,avg-low,Good,
37,avg-low,high,five,Islam,No,one,high,Good,
47,low,avg-high,nine,Islam,Yes,three,avg-high,Good,
36,low,low,five,Islam,No,three,avg-high,Good,
36,avg-low,avg-high,six,Islam,No,two,high,Good,
36,high,high,three,Islam,No,two,high,Good,
28,high,high,four,Islam,No,three,high,Good,
21,high,high,two,Islam,No,three,avg-high,Good,
25,high,high,two,Islam,No,two,avg-high,Good,
30,avg-high,high,three,Islam,No,three,high,Good,
22,avg-high,avg-high,three,Islam,No,three,avg-high,Good,
23,high,avg-high,two,Islam,Yes,two,avg-high,Good,
36,avg-high,high,nine,Islam,No,three,high,Good,
28,high,avg-high,two,Islam,No,three,avg-low,Good,
46,avg-low,avg-low,five,Islam,No,two,high,Good,
47,high,high,five,Islam,No,three,avg-low,Good,
41,low,high,five,Islam,Yes,two,high,Good,
44,high,high,five,Islam,No,three,high,Good,
34,avg-low,avg-high,three,Non-Islam,No,three,avg-low,Not Good,
37,avg-low,avg-high,six,Islam,No,three,high,Good,
34,high,high,two,Non-Islam,No,one,high,Good,
22,avg-low,high,two,Islam,No,three,avg-low,Good,
33,avg-low,avg-high,four,Islam,No,two,avg-high,Good,
21,avg-high,high,three,Islam,No,three,low,Good,
31,high,high,four,Islam,Yes,three,high,Good,
41,high,avg-high,five,Islam,Yes,three,high,Good,
30,high,avg-high,four,Islam,No,three,avg-high,Good,
32,avg-low,high,five,Islam,No,three,high,Good,
27,high,high,two,Non-Islam,Yes,two,high,Good,
26,high,high,one,Non-Islam,Yes,two,high,Good,
42,high,high,five,Non-Islam,No,two,high,Good,
24,high,high,one,Islam,No,one,avg-high,Good,
37,high,high,six,Islam,No,one,high,Good,
30,avg-low,avg-high,five,Islam,Yes,three,high,Good,
27,high,high,one,Islam,No,one,high,Good,
34,avg-low,high,six,Islam,No,three,avg-high,Good,
32,avg-high,high,five,Non-Islam,No,one,high,Good,
28,high,high,one,Non-Islam,Yes,two,high,Good,
29,avg-high,avg-high,one,Non-Islam,Yes,two,high,Good,
42,high,high,three,Non-Islam,No,two,high,Good,
21,avg-low,avg-low,zero,Non-Islam,No,four,high,Good,
22,high,high,two,Islam,No,three,high,Good,
36,high,high,three,Non-Islam,No,three,high,Good,
45,avg-low,avg-high,three,Non-Islam,Yes,two,high,Good,
34,high,high,two,Non-Islam,Yes,two,high,Good,
35,avg-low,avg-high,five,Islam,No,three,avg-high,Good,
19,high,high,one,Islam,No,two,avg-high,Good,
27,high,high,four,Islam,No,three,avg-high,Good,
37,avg-low,high,four,Islam,Yes,two,avg-high,Good,
26,avg-high,avg-low,four,Islam,No,three,high,Good,
28,low,avg-high,five,Islam,No,three,high,Good,
31,avg-high,high,five,Islam,No,one,high,Good,
32,avg-low,avg-low,six,Islam,No,two,avg-high,Good,
40,avg-low,avg-low,four,Non-Islam,Yes,two,high,Good,
27,avg-high,avg-high,five,Islam,No,two,high,Good,
27,avg-low,avg-low,three,Islam,No,two,avg-low,Not Good,
37,high,high,five,Non-Islam,Yes,two,high,Good,
22,high,avg-high,one,Islam,No,two,avg-low,Good,
27,high,high,four,Islam,No,one,avg-low,Not Good,
21,high,high,one,Non-Islam,No,two,high,Good,
30,low,avg-high,two,Islam,No,three,high,Good,
23,avg-low,avg-low,one,Islam,No,two,high,Good,
25,avg-low,high,three,Islam,No,one,avg-high,Good,
42,avg-low,high,six,Islam,No,two,high,Good,
29,high,high,three,Islam,No,one,high,Good,
33,high,high,two,Islam,Yes,two,high,Good,
33,high,high,three,Islam,No,one,high,Good,
39,avg-high,avg-high,eight,Islam,Yes,one,high,Good,
33,avg-high,avg-high,four,Islam,Yes,two,avg-low,Good,
17,avg-high,avg-high,one,Islam,No,two,high,Good,
