wifes_age,wifes_education,husbands_education,num_children,wifes_religion,wife_is_working,husbands_occupation,standard_of_living_index,media_exposure,aggreg_education,aggreg_working_occupation_sol,class
42,_3,_3,5,_1,_1,_2,_2,_0,3_3,1_2_2,1
31,_4,_4,2,_1,_1,_1,_2,_0,4_4,1_1_2,1
44,_1,_2,2,_1,_1,_3,_1,_0,1_2,1_3_1,1
42,_4,_4,3,_1,_0,_1,_4,_0,4_4,0_1_4,1
28,_4,_4,2,_1,_1,_1,_3,_0,4_4,1_1_3,1
34,_2,_4,6,_1,_0,_3,_4,_0,2_4,0_3_4,1
45,_1,_3,7,_1,_0,_1,_3,_0,1_3,0_1_3,1
43,_4,_4,5,_1,_1,_1,_3,_0,4_4,1_1_3,1
28,_3,_4,0,_1,_0,_3,_4,_0,3_4,0_3_4,1
27,_3,_4,0,_1,_1,_3,_3,_0,3_4,1_3_3,1
26,_2,_3,1,_1,_0,_4,_4,_0,2_3,0_4_4,1
26,_3,_4,1,_0,_1,_2,_2,_0,3_4,1_2_2,1
37,_3,_4,4,_1,_0,_2,_4,_0,3_4,0_2_4,1
48,_3,_4,11,_1,_1,_1,_4,_0,3_4,1_1_4,1
47,_2,_3,12,_1,_1,_3,_1,_0,2_3,1_3_1,1
22,_2,_4,1,_1,_1,_3,_4,_0,2_4,1_3_4,1
48,_4,_4,1,_0,_1,_1,_4,_0,4_4,1_1_4,1
42,_1,_3,12,_1,_1,_2,_4,_0,1_3,1_2_4,1
32,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,1
33,_4,_4,3,_0,_0,_1,_3,_0,4_4,0_1_3,1
45,_4,_4,1,_1,_0,_1,_4,_0,4_4,0_1_4,1
26,_2,_3,1,_1,_0,_3,_4,_1,2_3,0_3_4,1
45,_4,_4,1,_1,_1,_1,_4,_0,4_4,1_1_4,1
25,_3,_3,1,_1,_0,_2,_4,_0,3_3,0_2_4,1
36,_4,_3,3,_1,_0,_3,_2,_0,4_3,0_3_2,1
31,_3,_3,2,_1,_0,_3,_3,_0,3_3,0_3_3,1
22,_3,_4,2,_1,_1,_3,_3,_0,3_4,1_3_3,1
46,_4,_4,10,_1,_1,_1,_3,_0,4_4,1_1_3,1
26,_2,_3,3,_1,_1,_3,_4,_0,2_3,1_3_4,1
25,_3,_2,1,_1,_0,_3,_3,_0,3_2,0_3_3,1
20,_4,_4,0,_0,_0,_2,_4,_0,4_4,0_2_4,1
31,_3,_4,3,_0,_0,_2,_4,_0,3_4,0_2_4,1
36,_3,_3,3,_0,_0,_2,_3,_1,3_3,0_2_3,1
47,_3,_2,5,_1,_1,_4,_4,_0,3_2,1_4_4,1
43,_3,_4,2,_0,_1,_3,_4,_0,3_4,1_3_4,1
20,_3,_4,0,_1,_1,_3,_3,_0,3_4,1_3_3,1
24,_4,_4,4,_1,_1,_1,_4,_0,4_4,1_1_4,1
33,_2,_2,3,_0,_0,_2,_4,_0,2_2,0_2_4,1
41,_3,_4,3,_0,_1,_2,_4,_0,3_4,1_2_4,1
48,_3,_4,4,_0,_1,_2,_4,_0,3_4,1_2_4,1
32,_4,_4,1,_0,_1,_1,_4,_0,4_4,1_1_4,1
38,_3,_3,4,_0,_0,_3,_2,_1,3_3,0_3_2,1
48,_3,_4,8,_1,_1,_3,_3,_0,3_4,1_3_3,1
34,_1,_3,4,_1,_0,_3,_4,_0,1_3,0_3_4,1
31,_1,_1,6,_1,_1,_3,_2,_0,1_1,1_3_2,1
46,_1,_2,7,_1,_1,_3,_1,_1,1_2,1_3_1,1
45,_2,_2,7,_1,_1,_3,_1,_1,2_2,1_3_1,1
34,_3,_4,4,_0,_1,_3,_1,_1,3_4,1_3_1,1
16,_2,_4,1,_1,_1,_3,_4,_0,2_4,1_3_4,1
18,_3,_2,1,_1,_1,_3,_1,_0,3_2,1_3_1,1
22,_2,_2,1,_1,_1,_3,_1,_1,2_2,1_3_1,1
32,_2,_2,2,_1,_1,_2,_4,_0,2_2,1_2_4,1
41,_1,_3,3,_1,_0,_2,_4,_0,1_3,0_2_4,1
22,_3,_3,2,_1,_1,_2,_4,_0,3_3,1_2_4,1
23,_3,_2,0,_1,_1,_2,_2,_0,3_2,1_2_2,1
22,_3,_4,0,_1,_0,_3,_4,_0,3_4,0_3_4,1
40,_2,_2,6,_1,_1,_2,_2,_1,2_2,1_2_2,1
29,_3,_4,1,_0,_1,_2,_3,_0,3_4,1_2_3,1
42,_4,_4,0,_0,_0,_3,_4,_0,4_4,0_3_4,1
29,_3,_4,2,_1,_1,_3,_4,_0,3_4,1_3_4,1
31,_3,_2,1,_1,_1,_3,_4,_0,3_2,1_3_4,1
28,_4,_4,3,_0,_0,_1,_4,_0,4_4,0_1_4,1
21,_2,_3,0,_1,_1,_3,_4,_0,2_3,1_3_4,1
26,_4,_4,2,_1,_1,_1,_3,_0,4_4,1_1_3,1
37,_3,_4,0,_1,_1,_3,_4,_0,3_4,1_3_4,1
24,_3,_4,2,_1,_1,_2,_2,_0,3_4,1_2_2,1
25,_4,_4,0,_0,_1,_2,_4,_0,4_4,1_2_4,1
22,_2,_1,0,_1,_1,_2,_2,_0,2_1,1_2_2,1
45,_4,_4,1,_1,_1,_1,_4,_0,4_4,1_1_4,1
47,_4,_4,1,_1,_1,_1,_4,_0,4_4,1_1_4,1
28,_4,_4,5,_1,_0,_3,_4,_0,4_4,0_3_4,1
24,_2,_2,4,_1,_1,_3,_4,_0,2_2,1_3_4,1
34,_3,_3,6,_1,_1,_2,_3,_0,3_3,1_2_3,1
47,_2,_3,5,_1,_1,_1,_1,_0,2_3,1_1_1,1
31,_3,_4,2,_1,_1,_1,_4,_0,3_4,1_1_4,1
26,_1,_3,1,_1,_1,_3,_1,_0,1_3,1_3_1,1
25,_4,_4,3,_1,_1,_1,_2,_0,4_4,1_1_2,1
47,_1,_1,4,_1,_1,_2,_2,_0,1_1,1_2_2,1
48,_1,_1,8,_1,_1,_1,_1,_1,1_1,1_1_1,1
38,_2,_2,10,_1,_1,_3,_2,_0,2_2,1_3_2,1
32,_1,_3,4,_1,_1,_2,_2,_1,1_3,1_2_2,1
47,_1,_2,2,_1,_1,_2,_4,_0,1_2,1_2_4,1
27,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,1
40,_1,_1,0,_1,_1,_3,_2,_0,1_1,1_3_2,1
46,_4,_4,6,_1,_1,_1,_4,_0,4_4,1_1_4,1
33,_3,_3,3,_1,_1,_3,_4,_0,3_3,1_3_4,1
49,_1,_2,5,_1,_0,_2,_2,_1,1_2,0_2_2,1
21,_2,_4,3,_1,_1,_3,_2,_0,2_4,1_3_2,1
31,_4,_4,0,_0,_0,_2,_4,_0,4_4,0_2_4,1
42,_4,_4,4,_1,_1,_3,_4,_0,4_4,1_3_4,2
35,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,2
31,_4,_4,4,_1,_1,_3,_3,_0,4_4,1_3_3,2
42,_4,_4,6,_1,_1,_1,_3,_0,4_4,1_1_3,2
49,_3,_4,4,_1,_1,_3,_4,_0,3_4,1_3_4,2
21,_4,_4,1,_1,_1,_1,_3,_0,4_4,1_1_3,2
28,_3,_4,3,_1,_1,_1,_4,_0,3_4,1_1_4,2
22,_4,_4,1,_1,_1,_1,_3,_0,4_4,1_1_3,2
36,_4,_4,3,_1,_0,_1,_4,_0,4_4,0_1_4,2
45,_2,_2,9,_1,_1,_3,_3,_0,2_2,1_3_3,2
40,_4,_4,4,_1,_1,_1,_4,_0,4_4,1_1_4,2
30,_2,_2,7,_1,_1,_3,_4,_0,2_2,1_3_4,2
35,_4,_4,5,_1,_0,_1,_4,_0,4_4,0_1_4,2
26,_2,_4,2,_1,_1,_1,_4,_0,2_4,1_1_4,2
45,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,2
27,_3,_3,2,_1,_1,_3,_4,_0,3_3,1_3_4,2
32,_4,_4,4,_1,_1,_1,_2,_0,4_4,1_1_2,2
27,_4,_4,3,_1,_1,_1,_3,_0,4_4,1_1_3,2
28,_4,_4,2,_0,_1,_1,_4,_0,4_4,1_1_4,2
30,_4,_4,3,_1,_1,_2,_1,_0,4_4,1_2_1,2
34,_4,_4,4,_1,_1,_2,_4,_0,4_4,1_2_4,2
26,_3,_4,3,_1,_1,_2,_3,_0,3_4,1_2_3,2
44,_1,_4,2,_1,_1,_1,_3,_0,1_4,1_1_3,2
29,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,2
26,_3,_4,2,_1,_1,_3,_3,_0,3_4,1_3_3,2
41,_4,_4,8,_1,_1,_1,_4,_0,4_4,1_1_4,2
32,_3,_3,4,_1,_0,_3,_3,_0,3_3,0_3_3,2
23,_3,_1,1,_1,_0,_3,_3,_0,3_1,0_3_3,2
38,_2,_3,4,_1,_1,_1,_2,_0,2_3,1_1_2,2
22,_4,_4,1,_1,_0,_2,_2,_0,4_4,0_2_2,2
34,_3,_4,3,_0,_1,_1,_4,_0,3_4,1_1_4,2
38,_3,_4,7,_0,_1,_2,_3,_0,3_4,1_2_3,2
21,_4,_4,1,_1,_1,_1,_4,_0,4_4,1_1_4,2
43,_1,_3,4,_1,_1,_1,_4,_0,1_3,1_1_4,2
44,_3,_3,9,_1,_1,_1,_1,_0,3_3,1_1_1,2
24,_4,_4,1,_1,_1,_2,_4,_0,4_4,1_2_4,2
27,_4,_4,1,_1,_0,_3,_3,_0,4_4,0_3_3,2
34,_3,_4,4,_1,_1,_3,_3,_0,3_4,1_3_3,2
29,_3,_4,2,_1,_1,_1,_4,_0,3_4,1_1_4,2
26,_4,_4,1,_1,_0,_2,_3,_0,4_4,0_2_3,2
37,_4,_4,7,_1,_1,_1,_4,_0,4_4,1_1_4,2
21,_3,_4,3,_1,_1,_1,_4,_0,3_4,1_1_4,2
47,_4,_4,4,_0,_1,_2,_4,_0,4_4,1_2_4,2
41,_4,_4,3,_1,_0,_2,_3,_0,4_4,0_2_3,2
29,_3,_4,3,_1,_1,_1,_3,_0,3_4,1_1_3,2
25,_4,_4,1,_1,_0,_1,_4,_0,4_4,0_1_4,2
33,_4,_4,2,_0,_0,_1,_3,_0,4_4,0_1_3,2
23,_4,_4,1,_0,_1,_1,_4,_0,4_4,1_1_4,2
32,_4,_4,4,_1,_1,_2,_3,_0,4_4,1_2_3,2
45,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,2
37,_4,_4,4,_1,_1,_1,_4,_0,4_4,1_1_4,2
35,_2,_4,4,_0,_1,_3,_2,_0,2_4,1_3_2,2
37,_4,_4,3,_1,_1,_3,_4,_0,4_4,1_3_4,2
35,_4,_4,5,_1,_1,_2,_4,_0,4_4,1_2_4,2
23,_4,_4,1,_1,_1,_3,_3,_0,4_4,1_3_3,2
38,_2,_2,8,_1,_1,_2,_2,_0,2_2,1_2_2,2
41,_4,_4,4,_0,_0,_2,_4,_0,4_4,0_2_4,2
35,_1,_2,9,_1,_0,_3,_1,_0,1_2,0_3_1,2
29,_4,_4,3,_1,_1,_3,_2,_0,4_4,1_3_2,2
26,_3,_3,2,_1,_1,_1,_3,_0,3_3,1_1_3,2
22,_3,_3,2,_1,_1,_3,_3,_0,3_3,1_3_3,2
30,_2,_3,5,_1,_1,_3,_1,_1,2_3,1_3_1,2
36,_4,_4,3,_1,_1,_3,_3,_0,4_4,1_3_3,2
26,_3,_4,3,_1,_1,_1,_4,_0,3_4,1_1_4,2
32,_4,_4,2,_1,_0,_3,_4,_0,4_4,0_3_4,2
39,_4,_4,3,_0,_1,_2,_4,_0,4_4,1_2_4,2
29,_3,_4,3,_1,_1,_1,_3,_0,3_4,1_1_3,2
40,_4,_4,5,_1,_1,_1,_3,_0,4_4,1_1_3,2
43,_3,_3,6,_1,_0,_3,_2,_0,3_3,0_3_2,2
44,_3,_4,6,_1,_1,_3,_2,_0,3_4,1_3_2,2
24,_4,_4,2,_1,_1,_2,_4,_0,4_4,1_2_4,2
42,_4,_4,3,_1,_0,_1,_4,_0,4_4,0_1_4,2
33,_3,_4,2,_1,_1,_1,_4,_0,3_4,1_1_4,2
24,_4,_4,1,_0,_1,_2,_3,_0,4_4,1_2_3,2
28,_3,_4,2,_0,_1,_2,_3,_0,3_4,1_2_3,2
32,_2,_1,5,_1,_0,_2,_2,_0,2_1,0_2_2,2
26,_2,_2,4,_1,_1,_3,_4,_0,2_2,1_3_4,2
27,_4,_4,1,_1,_1,_1,_4,_0,4_4,1_1_4,2
41,_3,_4,3,_0,_1,_2,_4,_0,3_4,1_2_4,2
28,_3,_4,2,_0,_1,_3,_3,_0,3_4,1_3_3,2
23,_4,_4,1,_1,_0,_3,_4,_0,4_4,0_3_4,2
31,_2,_2,4,_1,_1,_4,_3,_1,2_2,1_4_3,2
33,_4,_4,3,_0,_1,_2,_4,_0,4_4,1_2_4,2
35,_4,_4,5,_1,_1,_1,_4,_0,4_4,1_1_4,2
39,_3,_4,5,_1,_1,_3,_4,_0,3_4,1_3_4,2
27,_4,_4,2,_1,_1,_1,_3,_0,4_4,1_1_3,2
48,_4,_4,3,_0,_1,_1,_4,_0,4_4,1_1_4,2
25,_3,_1,2,_1,_0,_3,_4,_0,3_1,0_3_4,2
38,_4,_4,4,_1,_1,_2,_4,_0,4_4,1_2_4,2
48,_4,_4,7,_1,_0,_1,_4,_0,4_4,0_1_4,2
34,_4,_4,4,_1,_0,_3,_3,_0,4_4,0_3_3,2
36,_3,_3,4,_1,_1,_1,_3,_0,3_3,1_1_3,2
34,_4,_4,3,_1,_0,_3,_4,_0,4_4,0_3_4,2
42,_4,_4,4,_0,_0,_2,_4,_0,4_4,0_2_4,2
45,_3,_3,5,_0,_1,_1,_3,_0,3_3,1_1_3,2
37,_4,_4,4,_0,_1,_2,_4,_0,4_4,1_2_4,2
38,_4,_4,3,_0,_0,_2,_4,_0,4_4,0_2_4,2
42,_3,_3,4,_0,_1,_3,_4,_0,3_3,1_3_4,2
42,_2,_4,5,_0,_1,_2,_3,_0,2_4,1_2_3,2
41,_4,_4,6,_1,_1,_1,_4,_0,4_4,1_1_4,2
43,_4,_4,5,_0,_1,_1,_4,_0,4_4,1_1_4,2
34,_4,_4,2,_0,_0,_3,_2,_0,4_4,0_3_2,2
44,_2,_3,1,_0,_1,_2,_4,_0,2_3,1_2_4,2
41,_4,_4,4,_0,_1,_1,_4,_0,4_4,1_1_4,2
36,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,2
34,_1,_2,5,_1,_1,_3,_4,_0,1_2,1_3_4,2
32,_3,_2,5,_1,_1,_3,_3,_0,3_2,1_3_3,3
34,_3,_3,6,_1,_1,_1,_4,_0,3_3,1_1_4,3
24,_4,_4,2,_1,_0,_3,_3,_0,4_4,0_3_3,3
21,_3,_3,1,_0,_1,_3,_2,_0,3_3,1_3_2,3
38,_4,_3,9,_1,_1,_3,_3,_0,4_3,1_3_3,3
39,_4,_4,3,_1,_0,_1,_4,_0,4_4,0_1_4,3
35,_2,_2,6,_1,_0,_2,_2,_1,2_2,0_2_2,3
30,_2,_3,7,_1,_1,_3,_3,_0,2_3,1_3_3,3
17,_3,_4,1,_1,_1,_3,_3,_0,3_4,1_3_3,3
32,_2,_4,3,_1,_1,_3,_4,_0,2_4,1_3_4,3
43,_4,_4,5,_0,_1,_1,_4,_0,4_4,1_1_4,3
31,_2,_2,4,_1,_1,_3,_3,_0,2_2,1_3_3,3
24,_1,_2,3,_1,_1,_3,_2,_0,1_2,1_3_2,3
26,_2,_4,3,_1,_1,_1,_3,_0,2_4,1_1_3,3
35,_3,_4,4,_1,_0,_1,_4,_0,3_4,0_1_4,3
46,_3,_4,4,_1,_0,_3,_4,_0,3_4,0_3_4,3
29,_2,_3,3,_1,_1,_3,_3,_0,2_3,1_3_3,3
21,_3,_4,1,_1,_0,_3,_4,_0,3_4,0_3_4,3
31,_4,_4,5,_1,_0,_1,_4,_0,4_4,0_1_4,3
24,_4,_4,2,_1,_1,_3,_3,_0,4_4,1_3_3,3
24,_2,_4,3,_1,_1,_3,_3,_0,2_4,1_3_3,3
36,_4,_4,4,_1,_1,_1,_3,_0,4_4,1_1_3,3
37,_2,_3,9,_1,_1,_3,_3,_0,2_3,1_3_3,3
37,_3,_3,6,_1,_1,_3,_3,_0,3_3,1_3_3,3
37,_3,_3,11,_1,_1,_1,_2,_0,3_3,1_1_2,3
44,_4,_4,4,_0,_1,_2,_3,_0,4_4,1_2_3,3
35,_2,_3,6,_1,_1,_2,_3,_0,2_3,1_2_3,3
25,_4,_4,3,_1,_1,_3,_3,_0,4_4,1_3_3,3
21,_4,_4,2,_1,_1,_2,_3,_0,4_4,1_2_3,3
24,_1,_2,3,_1,_1,_3,_2,_0,1_2,1_3_2,3
16,_2,_3,1,_1,_1,_3,_1,_0,2_3,1_3_1,3
21,_3,_2,1,_1,_1,_3,_1,_1,3_2,1_3_1,3
25,_2,_4,2,_1,_1,_2,_4,_0,2_4,1_2_4,3
26,_4,_4,1,_1,_0,_2,_4,_0,4_4,0_2_4,3
43,_4,_4,2,_1,_1,_1,_4,_0,4_4,1_1_4,3
24,_4,_4,1,_1,_1,_1,_4,_0,4_4,1_1_4,3
30,_3,_4,3,_0,_1,_3,_3,_0,3_4,1_3_3,3
30,_2,_3,3,_1,_1,_3,_3,_0,2_3,1_3_3,3
26,_4,_4,2,_1,_1,_3,_3,_0,4_4,1_3_3,3
29,_2,_4,4,_1,_1,_3,_2,_0,2_4,1_3_2,3
24,_3,_4,4,_1,_1,_3,_1,_0,3_4,1_3_1,3
29,_3,_3,2,_1,_1,_3,_2,_0,3_3,1_3_2,3
29,_1,_2,1,_1,_1,_3,_3,_0,1_2,1_3_3,3
22,_4,_4,1,_1,_1,_2,_4,_0,4_4,1_2_4,3
30,_3,_3,4,_1,_0,_3,_2,_0,3_3,0_3_2,3
24,_4,_4,1,_1,_1,_2,_3,_0,4_4,1_2_3,3
25,_4,_4,2,_1,_1,_1,_2,_0,4_4,1_1_2,3
44,_4,_4,5,_1,_0,_1,_4,_0,4_4,0_1_4,3
28,_2,_3,3,_1,_1,_2,_4,_0,2_3,1_2_4,3
22,_3,_3,1,_1,_1,_3,_2,_0,3_3,1_3_2,3
30,_2,_2,6,_1,_0,_2,_3,_0,2_2,0_2_3,3
25,_3,_4,3,_1,_1,_2,_4,_0,3_4,1_2_4,3
25,_4,_4,2,_1,_1,_3,_3,_0,4_4,1_3_3,3
33,_4,_4,2,_1,_0,_1,_4,_0,4_4,0_1_4,3
33,_3,_3,4,_1,_0,_2,_3,_0,3_3,0_2_3,3
26,_3,_3,2,_1,_0,_2,_2,_0,3_3,0_2_2,3
29,_3,_4,5,_1,_1,_3,_3,_0,3_4,1_3_3,3
32,_3,_3,4,_1,_1,_2,_1,_0,3_3,1_2_1,3
30,_4,_4,1,_1,_0,_3,_2,_0,4_4,0_3_2,3
37,_4,_4,1,_0,_1,_1,_4,_0,4_4,1_1_4,3
31,_1,_2,4,_1,_1,_3,_3,_0,1_2,1_3_3,3
36,_1,_2,4,_1,_1,_3,_1,_1,1_2,1_3_1,3
36,_2,_2,7,_1,_0,_2,_2,_1,2_2,0_2_2,3
26,_3,_4,2,_1,_0,_2,_4,_0,3_4,0_2_4,3
36,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,3
28,_4,_4,1,_1,_1,_2,_4,_0,4_4,1_2_4,3
33,_4,_4,5,_1,_1,_3,_3,_0,4_4,1_3_3,3
25,_3,_4,2,_1,_0,_2,_4,_0,3_4,0_2_4,3
31,_4,_4,2,_0,_1,_1,_4,_0,4_4,1_1_4,3
38,_4,_4,4,_1,_0,_1,_4,_0,4_4,0_1_4,3
35,_1,_2,5,_1,_1,_3,_3,_0,1_2,1_3_3,3
33,_4,_4,3,_0,_0,_2,_4,_0,4_4,0_2_4,3
30,_2,_2,2,_1,_1,_3,_2,_0,2_2,1_3_2,3
20,_3,_3,2,_1,_1,_2,_2,_1,3_3,1_2_2,3
18,_3,_3,1,_1,_1,_2,_2,_0,3_3,1_2_2,3
30,_3,_2,3,_1,_1,_3,_3,_0,3_2,1_3_3,3
35,_2,_3,6,_1,_0,_3,_2,_0,2_3,0_3_2,3
22,_3,_3,2,_1,_1,_3,_1,_0,3_3,1_3_1,3
28,_2,_4,7,_1,_1,_3,_3,_0,2_4,1_3_3,3
21,_3,_3,1,_1,_1,_3,_1,_0,3_3,1_3_1,3
27,_3,_4,4,_1,_1,_3,_4,_0,3_4,1_3_4,3
30,_3,_4,3,_1,_1,_3,_3,_0,3_4,1_3_3,3
25,_3,_4,2,_1,_1,_3,_3,_0,3_4,1_3_3,3
26,_4,_4,3,_1,_1,_3,_2,_0,4_4,1_3_2,3
37,_2,_4,5,_1,_1,_1,_4,_0,2_4,1_1_4,3
47,_1,_3,9,_1,_0,_3,_3,_0,1_3,0_3_3,3
36,_1,_1,5,_1,_1,_3,_3,_0,1_1,1_3_3,3
36,_2,_3,6,_1,_1,_2,_4,_0,2_3,1_2_4,3
36,_4,_4,3,_1,_1,_2,_4,_0,4_4,1_2_4,3
28,_4,_4,4,_1,_1,_3,_4,_0,4_4,1_3_4,3
21,_4,_4,2,_1,_1,_3,_3,_0,4_4,1_3_3,3
25,_4,_4,2,_1,_1,_2,_3,_0,4_4,1_2_3,3
30,_3,_4,3,_1,_1,_3,_4,_0,3_4,1_3_4,3
22,_3,_3,3,_1,_1,_3,_3,_0,3_3,1_3_3,3
23,_4,_3,2,_1,_0,_2,_3,_0,4_3,0_2_3,3
36,_3,_4,9,_1,_1,_3,_4,_0,3_4,1_3_4,3
28,_4,_3,2,_1,_1,_3,_2,_0,4_3,1_3_2,3
46,_2,_2,5,_1,_1,_2,_4,_0,2_2,1_2_4,3
47,_4,_4,5,_1,_1,_3,_2,_0,4_4,1_3_2,3
41,_1,_4,5,_1,_0,_2,_4,_0,1_4,0_2_4,3
44,_4,_4,5,_1,_1,_3,_4,_0,4_4,1_3_4,3
34,_2,_3,3,_0,_1,_3,_2,_1,2_3,1_3_2,3
37,_2,_3,6,_1,_1,_3,_4,_0,2_3,1_3_4,3
34,_4,_4,2,_0,_1,_1,_4,_0,4_4,1_1_4,3
22,_2,_4,2,_1,_1,_3,_2,_0,2_4,1_3_2,3
33,_2,_3,4,_1,_1,_2,_3,_0,2_3,1_2_3,3
21,_3,_4,3,_1,_1,_3,_1,_0,3_4,1_3_1,3
31,_4,_4,4,_1,_0,_3,_4,_0,4_4,0_3_4,3
41,_4,_3,5,_1,_0,_3,_4,_0,4_3,0_3_4,3
30,_4,_3,4,_1,_1,_3,_3,_0,4_3,1_3_3,3
32,_2,_4,5,_1,_1,_3,_4,_0,2_4,1_3_4,3
27,_4,_4,2,_0,_0,_2,_4,_0,4_4,0_2_4,3
26,_4,_4,1,_0,_0,_2,_4,_0,4_4,0_2_4,3
42,_4,_4,5,_0,_1,_2,_4,_0,4_4,1_2_4,3
24,_4,_4,1,_1,_1,_1,_3,_0,4_4,1_1_3,3
37,_4,_4,6,_1,_1,_1,_4,_0,4_4,1_1_4,3
30,_2,_3,5,_1,_0,_3,_4,_0,2_3,0_3_4,3
27,_4,_4,1,_1,_1,_1,_4,_0,4_4,1_1_4,3
34,_2,_4,6,_1,_1,_3,_3,_0,2_4,1_3_3,3
32,_3,_4,5,_0,_1,_1,_4,_0,3_4,1_1_4,3
28,_4,_4,1,_0,_0,_2,_4,_0,4_4,0_2_4,3
29,_3,_3,1,_0,_0,_2,_4,_0,3_3,0_2_4,3
42,_4,_4,3,_0,_1,_2,_4,_0,4_4,1_2_4,3
21,_2,_2,0,_0,_1,_4,_4,_0,2_2,1_4_4,3
22,_4,_4,2,_1,_1,_3,_4,_0,4_4,1_3_4,3
36,_4,_4,3,_0,_1,_3,_4,_0,4_4,1_3_4,3
45,_2,_3,3,_0,_0,_2,_4,_0,2_3,0_2_4,3
34,_4,_4,2,_0,_0,_2,_4,_0,4_4,0_2_4,3
35,_2,_3,5,_1,_1,_3,_3,_0,2_3,1_3_3,3
19,_4,_4,1,_1,_1,_2,_3,_0,4_4,1_2_3,3
27,_4,_4,4,_1,_1,_3,_3,_0,4_4,1_3_3,3
37,_2,_4,4,_1,_0,_2,_3,_0,2_4,0_2_3,3
26,_3,_2,4,_1,_1,_3,_4,_0,3_2,1_3_4,3
28,_1,_3,5,_1,_1,_3,_4,_0,1_3,1_3_4,3
31,_3,_4,5,_1,_1,_1,_4,_0,3_4,1_1_4,3
32,_2,_2,6,_1,_1,_2,_3,_0,2_2,1_2_3,3
40,_2,_2,4,_0,_0,_2,_4,_0,2_2,0_2_4,3
27,_3,_3,5,_1,_1,_2,_4,_0,3_3,1_2_4,3
27,_2,_2,3,_1,_1,_2,_2,_1,2_2,1_2_2,3
37,_4,_4,5,_0,_0,_2,_4,_0,4_4,0_2_4,3
22,_4,_3,1,_1,_1,_2,_2,_0,4_3,1_2_2,3
27,_4,_4,4,_1,_1,_1,_2,_1,4_4,1_1_2,3
21,_4,_4,1,_0,_1,_2,_4,_0,4_4,1_2_4,3
30,_1,_3,2,_1,_1,_3,_4,_0,1_3,1_3_4,3
23,_2,_2,1,_1,_1,_2,_4,_0,2_2,1_2_4,3
25,_2,_4,3,_1,_1,_1,_3,_0,2_4,1_1_3,3
42,_2,_4,6,_1,_1,_2,_4,_0,2_4,1_2_4,3
29,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,3
33,_4,_4,2,_1,_0,_2,_4,_0,4_4,0_2_4,3
33,_4,_4,3,_1,_1,_1,_4,_0,4_4,1_1_4,3
39,_3,_3,8,_1,_0,_1,_4,_0,3_3,0_1_4,3
33,_3,_3,4,_1,_0,_2,_2,_0,3_3,0_2_2,3
17,_3,_3,1,_1,_1,_2,_4,_0,3_3,1_2_4,3
